Käsesorte,Abstand
Tilsiter,12.0,12.5,13.0,13.0
Tilsiter,13.0,13.5,11.5,12.0
Butterkäse,12.0,12.0,13.0,13.5
Butterkäse,11.5,13.0,13.0
Gouda,12.0,13.0,13.0
Gouda,12.0,12.0,13.0
