Position,Abstand
Hinten,15.0,9.0
Hinten,14.5,9.0
Mitte,12.0,14.0,13.0,13.0
Mitte,13.0,12.5,14.0,12.5
Vorne,13.0,13.0,13.0
Vorne,12.5,9.0,14.0,13.5
